gene_name	IMMU.BC2.0118.FIXT.01.RNA.01	IMMU.BC2.0140.FIXT.01.RNA.01	IMMU.BC2.0145.FIXT.01.RNA.01	IMMU.BC2.0151.FIXT.01.RNA.01	IMMU.BC2.0159.FIXT.02.RNA.01	IMMU.BC2.0163.FIXT.01.RNA.01	IMMU.BC2.0166.FIXT.01.RNA.01
DNASE1L1	3.524202	4.290321	7.675378	7.742992	7.20413	5.595477	10.483726
DDX11	7.739473	12.371198	28.763781	9.838226	24.926859	36.287855	60.729748
HEBP1	14.350938	8.513793	12.653577	8.622595	16.17922	27.602167	25.716993
GPRC5A	59.292153	0.306628	42.674192	61.77759	19.083035	65.123069	36.108355
MAMLD1	0.779507	4.952573	2.078952	0.917275	3.552889	0.581726	7.962059
CD6	0.736942	9.393682	2.007158	1.88158	17.024642	5.472735	1.987662
TACC3	4.25057	14.374159	16.380921	9.905884	11.2326	10.88075	16.704883
UFL1	7.724779	6.361247	14.035584	7.932824	20.488522	9.030301	19.410118
POLA2	3.954651	7.812623	17.124217	2.550474	11.722796	8.911678	24.429656
ZC3H3	9.583905	8.488447	10.444656	5.90092	8.242172	7.553349	9.632345
CAPN1	18.997691	24.338045	41.574846	44.356262	36.069056	57.877525	78.478034
ACPP	4.905698	1.66662	2.312211	2.445909	1.967382	0.811506	0.657179
MDH1	32.729233	30.56422	51.036294	40.996947	64.247796	29.780202	130.092663
SLC30A9	14.10109	16.115345	28.371539	13.477594	30.147752	12.49145	46.516577
MTMR11	2.439307	7.990681	9.413906	2.969729	4.399486	1.770916	15.316209
COX15	9.427649	10.862694	7.96446	11.583291	13.328778	5.052259	10.636342
CCDC88C	6.126285	26.107352	12.275625	13.955245	45.075355	7.923501	10.717862
YAF2	19.213476	9.665221	12.257316	11.10244	22.434457	7.981182	21.442136
ZMYND11	13.957236	17.931657	31.769302	18.032043	29.736878	18.089396	57.221578
WAS	2.305858	13.106797	5.642469	4.450834	15.509753	1.809795	3.596906
DPEP1	0.126436	0.675436	0.935487	0.587605	1.754954	0.061911	0.141072
BID	2.168477	7.660069	8.953386	4.409286	13.822339	19.819716	21.895415
MATR3	57.684087	63.386385	111.927279	48.850362	155.923578	40.360382	124.70731
NPC1L1	0.509758	0.032632	0.379361	2.00879	0.019536	0.150007	0.067644
XYLT2	3.576962	5.200205	8.510141	3.428293	7.325126	7.157577	7.535077
RGPD5	26.660429	20.227909	26.627259	17.569136	21.969286	6.88826	33.690206
STMN4	0	0.237618	0.105358	0.038091	0	0.105188	0.028987
NUDCD3	26.286011	16.493232	40.483851	24.6007	27.14774	10.895497	42.141805
ISL1	0.077977	0.012437	0.170673	0.167809	0	0.007725	0.004618
CHDH	0.611508	0.695235	1.106659	1.347817	1.066055	1.104769	4.630756
IL20RA	4.456516	0.539468	2.030491	0.322165	1.485395	0.152141	1.708859
CLCA1	0	0	0	0	0	0	0.003591
CLCA4	0	0.396305	0.037281	0.049672	0.404034	0	0.146245
GLT8D1	11.51372	11.222551	16.988525	10.104216	19.043778	7.118686	25.350827
ATP2C1	33.182158	24.890453	41.46715	34.419073	95.084817	46.446374	71.62133
IGF1	1.069266	40.018033	33.728423	3.433354	7.677368	0.993588	1.355476
SLC38A5	1.47348	3.715819	3.299989	1.335963	2.283614	2.300089	1.652078
RALBP1	13.270526	14.564907	18.902091	9.339022	25.289405	22.098955	40.902243
RUFY3	39.523532	27.407644	39.938208	16.760676	52.851998	9.268695	19.549542
CNTN1	18.896999	1.473641	5.060433	2.542175	2.402516	20.764198	22.604361
SLC11A1	2.912929	11.097582	13.775144	0.994174	0.657264	6.115275	7.069832
WWTR1	12.43024	18.376735	41.888815	26.602842	59.863381	27.528344	98.228018
AGPS	3.217046	10.835859	10.294112	11.36566	20.302221	7.747265	19.025627
ZNF806	0	0.008063	0.061319	0	0	0.038469	0.006571
CXorf56	5.180695	9.208588	23.230967	7.745346	12.884207	8.238814	14.88188
ATP1A2	1.048087	0.814659	0.140569	0.402377	0.72157	0.054378	0.058751
TTC27	6.536748	6.869144	11.226521	5.113962	16.4684	7.217654	12.281232
ZNF582	0.375104	1.237724	1.668327	1.333202	2.2243	0.307027	0.826581
VSIG2	0.191679	0.369993	0.452366	1.890521	0.295678	0.061507	0.177481
PHLDB1	23.740895	37.581515	51.257312	43.040498	48.431753	17.337472	61.42879
MARCO	0.824238	1.678283	1.683021	2.286495	10.774609	4.255131	0.551489
CYP24A1	0.337595	0.14874	0.402411	0.044303	1.269746	4.971043	0.753178
PRDM11	1.209236	2.178377	2.549107	1.569768	4.402722	3.882298	2.830793
SYT13	0.002465	0.018157	4.349645	0.046358	0.033203	3.868146	3.786971
SNAI2	5.309651	11.470364	13.479367	4.995033	10.430016	4.582313	23.621496
CD74	215.244737	1032.676181	472.41082	500.321299	1203.754855	180.546088	250.475156
HGF	1.806494	6.323202	4.642954	3.438394	6.649246	0.229266	1.972506
ZRANB1	6.617072	9.32617	9.55864	5.543837	17.704298	6.07246	14.812497
NCDN	2.727003	5.413215	6.198125	5.22794	3.65716	14.614126	21.536185
ADGRA2	2.686927	8.924369	9.05737	6.078852	11.355087	4.149968	6.71298
CCT8L1P	0	0.017203	0.005031	0.020325	0	0.005857	0.021011
ZFP64	3.767176	5.340735	5.839477	4.719231	5.796683	12.289717	10.701938
MNAT1	7.916805	8.181037	11.728411	12.071773	16.230976	8.141282	27.907519
SAMD4A	5.503262	7.341327	10.771537	4.901878	18.951012	5.316301	12.832383
RUNX3	1.417819	10.061112	2.950706	1.932965	14.871352	7.222089	14.974943
MRE11	8.969404	14.643199	12.53668	5.587076	14.411169	12.109723	29.394232
PLEKHB1	0.101212	6.184228	13.860288	3.737522	7.987413	23.174623	87.644585
SERPINB1	9.807237	14.964571	21.677031	3.936395	31.87505	10.136707	13.150367
CYP3A43	0.09254	0.092699	0.025432	0	0.058549	0.0706	0.021593
SLC7A9	0.270302	0.174128	0.25439	0.132227	0.114784	0.248323	0.331382
SPAST	8.342768	8.399489	16.219794	6.361	16.341343	11.886497	28.998235
NRXN3	1.145135	1.076781	1.168718	1.248883	0.883822	0.307349	0.98282
OSBPL5	42.293881	15.850546	20.541229	20.76356	11.307291	24.225461	21.767257
AQR	12.390805	9.16329	19.280428	8.910395	19.944072	6.02998	13.678904
CPS1	0.636383	0.958366	0.959909	0.565177	1.214098	0.225728	0.547359
C8B	0.722785	0	0.007137	0	0	0	0
FHL1	5.954378	17.675596	14.136971	4.715716	19.981967	6.76623	18.443142
RTF2	16.360452	18.10371	24.55589	19.557699	36.880055	32.626868	49.089721
GABRA1	0	0	0	0	0.003704	0.007581	0.006716
NLRP2	0.125522	0.300517	2.260545	2.00673	0.481483	41.574029	5.42403
SLC45A4	7.801714	7.624324	13.224187	4.883899	10.714666	5.9861	13.963948
RNF10	96.530404	50.987374	32.29937	29.089223	63.525965	50.35927	51.891993
ZNF839	3.474507	3.195447	7.444235	5.309573	4.852062	2.398268	4.670186
ZDHHC6	14.985	16.995652	16.710929	11.4228	25.628642	10.937048	32.789939
GRAMD1B	0.876692	4.991765	4.435188	1.660261	4.507793	0.895143	2.650229
RNH1	11.908167	19.035842	21.447586	24.243304	18.305002	22.578791	21.916487
NDUFS1	25.510396	16.43858	30.900302	23.153102	26.478542	11.390949	26.118748
RB1CC1	9.84937	15.645578	16.485655	8.090929	25.582525	26.740801	35.11287
ERP44	10.757998	8.739946	11.263068	7.751938	16.565623	5.069599	17.413501
ALAS1	5.005911	7.686975	7.317023	8.205631	10.685116	7.721379	22.125987
BIRC3	5.132931	22.595099	9.907266	5.202307	71.587958	4.284386	3.699088
AKAP11	12.172414	9.873409	18.451977	7.755205	29.070938	11.64764	12.700954
GLRX2	11.116405	7.93091	13.283975	4.736546	17.81812	19.697953	22.128283
SNAPC1	1.734456	1.382447	2.440505	1.648829	3.237158	1.573521	3.166991
DERA	7.335322	7.881618	11.198793	7.974223	12.948421	16.536534	27.645023
STRAP	25.283625	17.959195	30.526742	15.54055	37.955615	83.141097	68.383093
ABCC2	11.847506	0.391523	0.42951	2.220511	0.946913	0.338926	3.268794
DEF6	1.264687	12.840039	4.594698	5.829872	17.34265	2.091116	8.520205
PLEKHO1	6.076887	28.129001	22.887115	11.14345	41.47165	8.460137	34.008091
GCLM	4.354568	3.238114	7.674633	3.555274	6.200576	4.926749	25.652869
UBR2	8.937936	10.64959	12.049134	7.858422	21.739456	7.538712	16.250174
EHD2	6.039921	17.702388	15.900178	11.642531	11.519488	8.666023	20.80237
DEPDC1	0.348698	2.916809	5.732368	0.947184	5.606535	5.109837	21.23039
CCDC28A	3.296947	6.147576	6.651434	3.290936	11.778621	3.347705	6.623651
RRAGD	5.487776	2.486269	9.276942	4.01861	12.834983	24.457101	10.242395
HSF2	1.769502	2.373752	4.943844	1.620153	7.282971	3.590148	4.492884
PHF20	26.81387	17.904445	33.233592	19.492152	49.928354	22.545362	25.078537
HSD17B6	1.995284	0.59937	3.406127	2.730141	0.721935	0.803425	1.535223
NR1H3	24.011307	8.121858	5.387722	17.465216	18.434347	11.87451	6.695068
TYMP	22.647752	53.023034	37.141515	27.188707	27.955057	20.699785	24.809782
NCAPH2	4.625373	7.119427	8.886079	6.386436	10.250313	7.502675	25.181827
TOMM34	2.388877	4.29539	3.21713	4.895447	6.62149	11.458238	21.960987
SEC63	57.636568	34.715141	91.19068	21.842159	118.245425	44.578538	56.999516
KPNA6	9.976742	12.500658	17.430383	7.591028	15.454245	18.09008	32.47536
VIM	139.064043	254.454714	304.584155	194.135544	428.123618	157.494872	390.199668
RTEL1-TNFRSF6B	0.817682	2.07959	2.643339	1.861188	1.555902	1.694241	4.192657
FAS	2.717597	14.975121	9.270837	4.463742	20.617045	2.293612	13.492649
RNASET2	19.749407	35.56148	24.171809	34.498507	70.16872	12.912726	25.07642
CD44	248.154865	159.654599	420.209288	209.143587	227.748252	53.24891	449.286199
KCNG1	5.493543	0.101034	1.147101	0.268399	1.057405	31.261058	17.68407
AGPAT4	1.339117	4.058295	4.350555	2.609763	3.748881	2.796252	3.106387
SLAMF7	1.741375	18.621824	8.483076	4.719231	23.358505	2.967357	2.576817
BTN3A1	8.656125	37.068589	19.076845	9.697882	52.18374	6.037063	16.163916
MIPEP	6.816825	2.82957	5.665644	7.5212	6.566756	5.869757	6.019096
PRKCH	10.165595	27.756598	13.92336	18.849501	42.411039	5.929485	13.907857
INSRR	0.032325	0.282577	0.081202	0.091497	0.031624	0.050389	0.19809
IFNGR1	69.732116	26.066618	40.98818	27.620046	84.620976	8.526279	28.913223
B4GALT7	4.099951	6.824528	11.324188	5.467433	7.542134	23.1895	7.282663
SH2D2A	0.268767	6.598658	2.949266	1.332353	4.446606	5.786106	3.01126
VRK2	9.858904	10.443066	17.624292	10.328288	21.798355	7.615094	51.95011
TNFRSF1B	1.910411	17.556506	9.280959	4.048314	16.20499	2.40671	5.242453
VEZT	21.02572	28.039642	23.039204	30.120031	42.124612	10.10301	27.631732
POU2F2	3.886721	7.852313	4.195298	4.242153	17.004368	1.714153	2.210455
BRD9	19.06452	16.340645	18.951174	11.978635	28.354625	26.675761	27.528252
SNX1	25.7797	25.497694	29.41206	26.877071	47.24308	23.667643	42.325487
TBPL1	5.017048	8.394143	13.693525	3.955896	20.969425	17.327395	5.44275
ARNTL2	1.346349	2.872235	6.348004	1.934723	9.934434	16.710028	8.045942
BCLAF1	37.027668	49.25251	68.327407	43.300519	106.887562	25.20683	82.745055
SLC39A9	25.356964	13.912776	22.683021	18.132792	24.608533	14.844418	21.341644
ANK1	0.211006	0.640462	0.222939	0.153706	1.35532	0.095125	0.362092
IBSP	0.666593	0.808852	5.396414	0.47498	0.395733	0.262224	0.520044
TFB1M	5.469892	9.557086	6.602876	8.356306	14.51621	4.24445	7.852675
RABEP1	23.476061	15.341559	13.581527	15.840456	35.736953	18.255993	38.271438
HMGB3	4.159042	13.40144	69.916875	22.096401	18.246651	27.290592	64.75634
NUP160	12.181241	23.663846	27.632704	9.35983	37.856531	15.988529	29.937396
BAK1	2.591014	5.972378	6.01789	4.623274	7.493994	10.03545	9.124811
MUSK	0	0.024405	0.017343	0.006342	0.730982	0.002791	0.079855
IKZF2	7.233186	9.479268	14.389101	6.392205	15.05135	2.631034	3.021723
GRN	34.786887	63.638978	76.268901	62.853217	75.031089	41.37441	63.820284
FAM13B	12.399523	15.095362	26.067618	12.967252	41.496223	7.016788	18.819094
ARHGAP31	2.752218	9.464877	6.079727	4.028239	17.144279	4.009448	7.808724
CENPQ	3.162784	1.646874	2.552296	0.807684	3.781657	1.477221	4.244454
SARS	16.524211	22.066195	30.669745	23.952828	41.871892	18.161026	54.785756
RANBP3	14.880466	30.525703	30.025785	16.347952	35.093539	11.757447	35.737619
ARID4A	7.561517	11.034341	12.579532	9.48887	22.837372	3.520996	14.3428
EIPR1	8.845534	9.146101	17.397249	10.982646	13.736569	4.628292	11.750516
PNPLA6	10.985848	24.458691	24.928507	18.808645	17.381531	16.301706	25.049004
IFT88	9.824308	3.718141	6.091266	3.583484	12.586004	2.191744	6.629004
ALG1	5.498924	5.736923	7.903034	8.322261	8.03629	3.255501	6.974522
ZCCHC8	12.945944	13.329136	9.650687	5.123979	25.652772	12.080401	15.56023
ABCF2	3.670219	8.509872	8.755652	4.953408	11.325981	11.845716	15.981702
CHPF2	6.587022	12.433921	18.495168	9.909997	15.253657	17.081739	26.915387
LRRC7	0.077023	4.976784	0.198488	0.008821	0.431242	0.089629	0.002196
FUT8	5.866485	24.53323	32.299868	19.645701	28.1039	5.785487	11.062645
UBA6	31.75113	19.985134	28.476983	21.606489	36.718606	13.091342	29.467338
GAB2	2.005756	7.673313	5.471049	4.06308	18.414439	6.557029	8.672444
ATP6V0A1	15.945998	19.317578	33.780389	19.117016	35.855655	19.550203	30.220033
PIAS1	38.705385	21.844393	18.618515	20.071035	34.341766	28.89008	30.568094
SLC4A7	24.596267	13.471549	16.702272	10.528595	41.342878	7.73355	76.96325
APBA2	0.622952	3.808585	7.580412	1.096527	5.06901	11.063235	11.202784
MAP2K3	42.188177	10.491732	11.719384	7.951389	16.081739	7.4475	14.632131
EFCAB1	0.065449	0.013745	0.235117	0.056875	0.050075	0.060738	0.915557
TMSB10	791.61326	1276.971914	4141.899116	2239.549434	1494.912684	1595.783555	2034.726656
ASTE1	1.458093	3.334557	2.006803	1.836049	5.74538	2.541533	3.865933
RNF19A	41.784336	44.030292	60.022784	25.584492	81.968881	18.971701	48.659721
PEX3	9.075096	7.057754	7.403885	7.039851	12.286752	2.51334	6.017481
GABARAPL2	19.838597	29.944401	40.520639	29.134267	66.278787	33.096706	65.42248
MYOC	0	0.47003	0.010804	0.005266	0.296612	0	0.090153
SH3YL1	45.541941	29.838194	47.628121	34.217646	63.864533	20.862495	102.036333
FAM136A	13.655819	9.78988	24.883551	14.099715	25.585629	16.571894	52.063859
VCL	19.274849	28.311633	48.376315	28.05907	47.669392	42.92713	128.142093
DEPDC1B	0.772941	1.609701	1.417149	1.177343	1.803494	2.540978	4.671633
DAPK2	1.454805	8.08495	9.730785	1.503891	13.541095	4.182535	24.582986
NSMAF	9.212099	19.170229	19.830185	10.194802	36.677069	6.518363	32.886891
ADSS	33.24149	19.626998	27.053097	19.149486	39.864857	23.995208	67.476159
STAP1	0.10316	4.968545	1.000217	0.460119	13.024045	0.221081	0.149055
TIMP2	39.045445	83.928568	130.090577	57.417615	81.507409	72.102096	188.649273
RFC1	12.684979	18.889007	30.655735	10.186806	31.354091	9.962837	51.044349
TBC1D23	8.575474	14.197067	13.335044	7.053383	23.651154	14.500773	29.320203
CUL3	37.282222	23.278823	34.459139	19.652201	49.844244	16.944427	33.209947
MYOM2	0.05074	0.630068	0.325209	0.157254	1.322333	0.130932	0.469386
OTC	0	0.009145	0	0	0.08247	0.018664	0
CYP46A1	0.330491	0.670894	1.65019	0.836284	0.912409	0.129295	1.540541
AC118549.1	20.49257	24.16592	28.642217	16.157765	46.428045	13.504253	43.161511
SLC18A1	0	0.106627	0.026416	0.159998	1.566834	0.034929	0.025781
USP2	0.036163	1.288965	1.268493	0.213149	0.644925	3.830595	1.875629
CASR	0.024712	0.040469	0.041791	0.024276	0.072476	0.02169	0.044346
TUBG2	6.261588	6.354626	13.681002	4.806787	9.23329	6.170422	10.606149
RPL26L1	9.114294	6.947567	15.621582	13.644698	16.675237	21.330451	16.048514
FLT4	1.267927	4.133775	2.169951	1.932009	7.153286	1.820013	2.411715
NSUN2	27.978027	16.874834	25.269104	44.50055	30.302448	35.510879	40.264143
FBXO42	4.309974	6.871752	10.748495	6.537367	10.462065	4.484501	8.251579
MFAP3	13.298578	12.061933	22.273846	9.264553	19.905602	11.594874	15.532374
MRI1	7.412594	5.386588	7.924603	12.386621	11.480759	5.275877	13.172521
METTL1	5.521967	3.94479	9.621801	7.371492	10.007441	7.414513	8.414698
HOXC8	3.800568	3.467709	5.278571	2.53554	3.940961	2.006332	4.685577
AGA	5.149914	5.30348	7.958461	10.841749	10.274932	4.336712	15.207172
PI4K2B	3.24822	7.578724	9.454365	5.592082	17.956792	1.323013	20.098687
BOD1L1	12.549966	16.743955	18.543287	12.926464	36.791067	18.055419	19.832305
MAT2B	9.531825	16.916945	15.182982	11.095	42.175984	10.547681	16.642521
TLL1	0.613902	2.22417	1.49656	1.216403	1.858391	0.292919	0.606513
EDC4	4.788923	10.046161	9.466486	13.574375	15.803465	7.223624	24.47247
TRIO	35.079191	51.15791	78.308931	89.208895	78.715522	46.452899	61.366767
VCAN	65.108096	108.728436	145.277011	117.867109	125.556898	26.955639	158.402347
CLEC16A	14.819474	12.011908	17.797717	9.04759	15.728771	7.75468	15.276699
MSR1	21.078267	27.374629	28.746712	18.080868	21.467771	9.014041	19.639202
CDH1	34.550214	19.581913	42.718008	111.35732	48.377774	29.151195	105.377139
MTREX	17.871345	22.781416	17.789214	11.65736	48.90965	15.090233	26.630978
DNAH5	2.591534	0.084955	4.157768	0.538073	1.386275	0.477484	0.966964
ZFYVE16	22.011106	14.859455	21.101308	12.342782	30.429677	7.358317	21.755501
RIPOR1	9.767731	15.760186	13.45001	13.445909	25.709465	8.555317	24.842385
C6	0.160252	1.401778	0.749465	0.0476	0.493182	0.355034	0.025068
RAI14	13.877541	14.989129	35.627448	13.578459	52.265585	41.034011	49.926989
SOX30	0.009717	0.062573	0.093223	0.019518	0.033571	0.443939	0.088961
PNKP	22.636163	27.213957	44.231942	19.613447	28.771755	13.818746	36.763688
BEST2	0	0.027573	0.004352	0.005844	0	0.030454	0.033913
PHLPP2	1.191633	4.244474	4.539505	3.28406	5.969478	9.621263	14.313759
SPDL1	3.190573	6.449965	9.757618	3.566302	12.053867	8.874384	13.055484
STAU2	12.063125	19.01807	29.965576	18.101655	37.799406	29.277998	54.609196
PQLC2	1.248938	3.422897	3.243311	2.708376	3.332444	2.515177	4.818384
CTNS	1.522891	4.579696	3.622163	3.452651	8.778815	3.428518	7.664597
RTN4R	0.177234	0.29668	1.556088	0.242496	0.70428	3.327363	3.200238
PHF23	7.916166	10.237813	11.096737	9.413093	16.817681	9.053771	24.183306
CDH10	0	0.015801	0.002815	0.03079	0.047695	0	0
INPP4A	6.715413	15.954709	12.741032	7.73858	23.310461	7.745523	16.915053
RAB27B	4.302034	0.99717	16.120801	8.457996	4.270209	4.634249	2.802285
PSMA4	38.066289	44.319372	49.573645	37.492078	88.455226	97.585932	126.088601
MYO16	0.021871	0.085278	0.093808	0.073028	0.789938	0.107266	0.332293
LSG1	10.678124	16.969091	30.511156	12.142687	40.98085	16.007597	26.812547
PARP3	4.296978	4.820403	3.801034	5.923556	4.514881	1.410903	8.399593
TNC	20.857761	38.93493	105.309802	20.442485	69.921264	7.957858	43.5158
THAP3	1.556676	4.532927	5.071596	2.521234	4.059876	3.017188	5.348622
RIPOR3	0.290178	4.595974	2.954908	0.282808	2.685272	0.339573	4.833273
TDP1	5.940865	7.926438	9.802501	10.836917	13.981112	7.160223	12.001078
AIFM2	1.237881	3.365674	4.138599	1.324104	3.639157	3.778039	8.117885
C2orf83	0	0.030501	0.017766	0	0.246928	0.009038	0.017108
SPATA7	2.44362	3.274471	4.265287	3.381105	5.518211	3.074945	4.963665
MED17	10.050931	13.607338	18.005835	6.968189	20.667091	9.792623	30.344161
RETSAT	19.832198	10.634873	16.430637	59.292855	10.178887	8.33752	18.954073
CAPG	13.863617	35.242353	49.915031	32.673457	36.989002	35.037987	177.761658
AP2S1	29.926306	26.878957	41.317739	32.444587	38.638764	31.097312	63.294027
USH2A	0.03514	0.009674	0.01372	0.01066	0.026406	1.63571	0.032394
ZPBP	0.067235	0.01402	0.048248	0	0.053886	0.022696	0.50938
TG	0.805433	0.330116	1.98502	0.502001	1.338589	0.961305	1.881712
ADAM28	2.830664	14.150687	15.452064	6.905048	50.303465	2.374335	5.782039
BARX2	1.825503	26.37177	5.239364	2.23525	3.354447	32.770701	5.936713
DCUN1D1	10.049988	11.018912	25.118077	9.313496	33.05852	18.816974	62.9527
JADE2	8.389269	17.903444	10.326995	7.902708	18.434593	4.07338	6.99943
ZIC2	3.049094	0.907022	4.818327	0.333237	0.207082	0.160494	4.826788
LCP2	8.754091	42.545309	25.110192	17.085454	71.977852	7.799909	15.426098
TRIT1	5.780494	5.898564	11.068716	3.478828	12.643345	9.273081	14.369151
ADRB1	0.115183	0.202168	0.090159	0.372148	0.246878	0.752063	0.887533
GUCA2B	0	0	0.053422	0	0	0	0.168242
CUL7	5.447481	4.326641	7.985246	6.983391	6.296699	7.912606	11.895689
CTNNA1	78.480477	53.220264	180.546144	90.252465	116.422804	49.312641	155.079994
PHKA2	8.157492	10.284463	8.255824	6.628953	10.63712	11.898203	15.545715
CNTLN	2.190601	7.58687	4.468119	1.09094	9.806051	3.229223	12.890745
EPHA3	1.50336	1.312536	1.466909	1.337504	10.427815	0.137971	0.167183
HSPA5	88.878804	45.547969	95.721472	55.33683	100.193707	46.600745	189.106544
DSG2	16.39443	7.281694	15.715821	5.10488	48.294288	41.474508	52.471598
GEMIN8	5.870394	4.728776	5.794303	4.465557	8.080328	6.833107	16.223475
OFD1	21.684947	19.539201	18.892931	8.209649	37.499125	19.898996	44.580403
GPM6B	1.196894	3.829106	3.282538	0.649154	4.428656	7.322059	14.672102
MAGEC2	0.088953	0	0	0.03901	0	0	0
PREX2	1.35024	4.294032	2.677702	1.245793	3.313354	0.395416	1.950404
WDR37	7.037238	9.315368	11.748778	8.53273	14.359248	7.839406	10.730901
YTHDC2	8.108653	9.877375	13.779726	8.503826	21.88616	1.831792	10.317252
CTPS2	6.27339	10.812186	21.472818	9.762726	13.033236	9.102682	29.413104
ATP6V1H	7.402581	13.717234	13.543422	16.891888	22.173273	8.930384	25.075223
POLR2B	26.889537	24.917081	33.816709	20.32863	54.038563	16.37295	81.645465
FAM214A	54.364943	25.35465	34.505517	26.270789	48.51244	6.647239	17.319016
ARAP2	11.90382	20.24004	9.71621	5.298763	37.677529	5.375929	16.114005
TPR	25.192094	34.037759	62.165582	18.860923	64.529202	33.990268	111.535529
CP	13.703955	1.003351	489.521881	74.917002	33.909719	37.711525	80.448928
KIAA0556	14.692064	11.257359	15.331776	10.777263	14.43347	6.343937	16.350133
DTNBP1	5.837504	6.562315	9.985318	5.786674	12.304728	6.672612	12.805117
XK	0.02676	0.110093	0.599729	0.015915	2.224824	2.004381	1.32741
ANO2	1.003614	2.021971	4.089313	1.021633	2.408669	1.813559	9.427247
C12orf4	5.94108	11.715866	15.621558	4.240023	22.459956	11.570814	16.63014
SCML1	3.58301	3.933334	2.080829	2.593186	6.842248	2.588379	3.637232
WWC3	14.221809	8.145271	12.511676	20.608922	18.220146	7.596989	12.699456
ARHGAP6	0.661869	1.635185	2.313433	1.074004	1.181545	0.219094	0.574711
FAM184B	0.140317	0.279695	0.078452	0.124169	0.050261	0.136546	0.729424
MAP4	34.324126	34.597623	40.630713	40.463411	58.38514	37.73319	76.852485
GOPC	10.585275	10.61354	14.690898	6.097354	22.00711	8.678159	13.796961
ROS1	1.742293	0.81245	23.212187	0.053764	0.091408	0.427424	0.82916
USP28	5.858047	9.491817	17.893426	3.359947	10.210872	11.127577	13.961368
HDAC9	2.346907	9.893426	7.631596	4.534749	28.957944	11.748058	18.625747
